Time,Amplitude
48.5095,1.09E-01
48.51,1.19E-01
48.5105,1.26E-01
48.511,1.32E-01
48.5115,1.36E-01
48.512,1.37E-01
48.5125,1.36E-01
48.513,1.34E-01
48.5135,1.30E-01
48.514,1.26E-01
48.5145,1.20E-01
48.515,1.15E-01
48.5155,1.09E-01
48.516,1.03E-01
48.5165,9.68E-02
48.517,9.10E-02
48.5175,8.55E-02
48.518,8.02E-02
48.5185,7.51E-02
48.519,7.04E-02
48.5195,6.59E-02
48.52,6.18E-02
48.5205,5.79E-02
48.521,5.44E-02
48.5215,5.11E-02
48.522,4.81E-02
48.5225,4.53E-02
48.523,4.28E-02
48.5235,4.05E-02
48.524,3.84E-02
48.5245,3.65E-02
48.525,3.48E-02
48.5255,3.33E-02
48.526,3.20E-02
48.5265,3.08E-02
48.527,2.98E-02
48.5275,2.90E-02
48.528,2.82E-02
48.5285,2.76E-02
48.529,2.71E-02
48.5295,2.67E-02
48.53,2.65E-02
48.5305,2.63E-02
48.531,2.62E-02
48.5315,2.63E-02
48.532,2.64E-02
48.5325,2.66E-02
48.533,2.68E-02
48.5335,2.72E-02
48.534,2.76E-02
48.5345,2.81E-02
48.535,2.87E-02
48.5355,2.93E-02
48.536,3.00E-02
48.5365,3.07E-02
48.537,3.15E-02
48.5375,3.24E-02
48.538,3.33E-02
48.5385,3.42E-02
48.539,3.52E-02
48.5395,3.61E-02
48.54,3.71E-02
48.5405,3.81E-02
48.541,3.91E-02
48.5415,4.01E-02
48.542,4.10E-02
48.5425,4.19E-02
48.543,4.27E-02
48.5435,4.33E-02
48.544,4.38E-02
48.5445,4.40E-02
48.545,4.40E-02
48.5455,4.37E-02
48.546,4.29E-02
48.5465,4.16E-02
48.547,3.96E-02
48.5475,3.69E-02
48.548,3.32E-02
48.5485,2.84E-02
48.549,2.24E-02
48.5495,1.50E-02
48.55,6.21E-03
48.5505,-3.95E-03
48.551,-1.52E-02
48.5515,-2.68E-02
48.552,-3.79E-02
48.5525,-4.73E-02
48.553,-5.34E-02
48.5535,-5.49E-02
48.554,-5.09E-02
48.5545,-4.04E-02
48.555,-2.29E-02
48.5555,2.95E-03
48.556,3.93E-02
48.5565,9.12E-02
48.557,1.69E-01
48.5575,2.93E-01
48.558,4.61E-01
48.5585,5.58E-01
48.559,5.09E-01
48.5595,4.11E-01
48.56,3.22E-01
48.5605,2.51E-01
48.561,1.96E-01
48.5615,1.53E-01
48.562,1.19E-01
48.5625,9.26E-02
48.563,7.07E-02
48.5635,5.23E-02
48.564,3.66E-02
48.5645,2.26E-02
48.565,9.85E-03
48.5655,-2.26E-03
48.566,-1.42E-02
48.5665,-2.65E-02
48.567,-3.97E-02
48.5675,-5.42E-02
48.568,-7.08E-02
48.5685,-8.99E-02
48.569,-1.12E-01
48.5695,-1.37E-01
48.57,-1.65E-01
48.5705,-1.94E-01
48.571,-2.21E-01
48.5715,-2.43E-01
48.572,-2.57E-01
48.5725,-2.63E-01
48.573,-2.61E-01
48.5735,-2.52E-01
48.574,-2.39E-01
48.5745,-2.23E-01
48.575,-2.05E-01
48.5755,-1.86E-01
48.576,-1.67E-01
48.5765,-1.48E-01
48.577,-1.30E-01
48.5775,-1.13E-01
48.578,-9.55E-02
48.5785,-7.90E-02
48.579,-6.30E-02
48.5795,-4.74E-02
48.58,-3.21E-02
48.5805,-1.70E-02
48.581,-2.10E-03
48.5815,1.27E-02
48.582,2.75E-02
48.5825,4.21E-02
48.583,5.65E-02
48.5835,7.06E-02
48.584,8.42E-02
48.5845,9.68E-02
48.585,1.08E-01
48.5855,1.18E-01
48.586,1.26E-01
48.5865,1.32E-01
48.587,1.35E-01
48.5875,1.37E-01
48.588,1.36E-01
48.5885,1.34E-01
48.589,1.30E-01
48.5895,1.26E-01
48.59,1.20E-01
48.5905,1.15E-01
48.591,1.09E-01
48.5915,1.03E-01
48.592,9.67E-02
48.5925,9.10E-02
48.593,8.54E-02
48.5935,8.01E-02
48.594,7.51E-02
48.5945,7.04E-02
48.595,6.59E-02
48.5955,6.18E-02
48.596,5.80E-02
48.5965,5.44E-02
48.597,5.12E-02
48.5975,4.82E-02
48.598,4.54E-02
48.5985,4.29E-02
48.599,4.06E-02
48.5995,3.86E-02
48.6,3.67E-02
48.6005,3.51E-02
48.601,3.36E-02
48.6015,3.23E-02
48.602,3.11E-02
48.6025,3.01E-02
48.603,2.93E-02
48.6035,2.85E-02
48.604,2.80E-02
48.6045,2.75E-02
48.605,2.71E-02
48.6055,2.69E-02
48.606,2.67E-02
48.6065,2.67E-02
48.607,2.68E-02
48.6075,2.69E-02
48.608,2.71E-02
48.6085,2.74E-02
48.609,2.78E-02
48.6095,2.83E-02
48.61,2.88E-02
48.6105,2.94E-02
48.611,3.00E-02
48.6115,3.07E-02
48.612,3.15E-02
48.6125,3.23E-02
48.613,3.32E-02
48.6135,3.41E-02
48.614,3.50E-02
48.6145,3.60E-02
48.615,3.69E-02
48.6155,3.79E-02
48.616,3.89E-02
48.6165,3.98E-02
48.617,4.07E-02
48.6175,4.16E-02
48.618,4.23E-02
48.6185,4.29E-02
48.619,4.34E-02
48.6195,4.36E-02
48.62,4.35E-02
48.6205,4.31E-02
48.621,4.22E-02
48.6215,4.08E-02
48.622,3.87E-02
48.6225,3.59E-02
48.623,3.20E-02
48.6235,2.71E-02
48.624,2.09E-02
48.6245,1.34E-02
48.625,4.41E-03
48.6255,-5.86E-03
48.626,-1.71E-02
48.6265,-2.86E-02
48.627,-3.94E-02
48.6275,-4.82E-02
48.628,-5.35E-02
48.6285,-5.42E-02
48.629,-4.91E-02
48.6295,-3.76E-02
48.63,-1.88E-02
48.6305,8.39E-03
48.631,4.67E-02
48.6315,1.02E-01
48.632,1.85E-01
48.6325,3.17E-01
48.633,4.84E-01
48.6335,5.57E-01
48.634,4.94E-01
48.6345,3.96E-01
48.635,3.09E-01
48.6355,2.41E-01
48.636,1.88E-01
48.6365,1.47E-01
48.637,1.15E-01
48.6375,8.90E-02
48.638,6.77E-02
48.6385,4.98E-02
48.639,3.43E-02
48.6395,2.05E-02
48.64,7.83E-03
48.6405,-4.30E-03
48.641,-1.64E-02
48.6415,-2.89E-02
48.642,-4.25E-02
48.6425,-5.76E-02
48.643,-7.49E-02
48.6435,-9.49E-02
48.644,-1.18E-01
48.6445,-1.44E-01
48.645,-1.73E-01
48.6455,-2.02E-01
48.646,-2.28E-01
48.6465,-2.48E-01
48.647,-2.61E-01
48.6475,-2.64E-01
48.648,-2.60E-01
48.6485,-2.50E-01
48.649,-2.36E-01
48.6495,-2.19E-01
48.65,-2.00E-01
48.6505,-1.81E-01
48.651,-1.62E-01
48.6515,-1.44E-01
48.652,-1.25E-01
48.6525,-1.08E-01
48.653,-9.09E-02
48.6535,-7.45E-02
48.654,-5.85E-02
48.6545,-4.30E-02
48.655,-2.77E-02
48.6555,-1.26E-02
48.656,2.30E-03
48.6565,1.72E-02
48.657,3.19E-02
48.6575,4.66E-02
48.658,6.10E-02
48.6585,7.51E-02
48.659,8.84E-02
48.6595,1.01E-01
48.66,1.12E-01
48.6605,1.21E-01
48.661,1.28E-01
48.6615,1.33E-01
48.662,1.36E-01
48.6625,1.37E-01
48.663,1.36E-01
48.6635,1.33E-01
48.664,1.29E-01
48.6645,1.24E-01
48.665,1.19E-01
48.6655,1.13E-01
48.666,1.07E-01
48.6665,1.01E-01
48.667,9.51E-02
48.6675,8.94E-02
48.668,8.39E-02
48.6685,7.87E-02
48.669,7.37E-02
48.6695,6.91E-02
48.67,6.47E-02
48.6705,6.06E-02
48.671,5.69E-02
48.6715,5.34E-02
48.672,5.02E-02
48.6725,4.72E-02
48.673,4.46E-02
48.6735,4.21E-02
48.674,3.99E-02
48.6745,3.78E-02
48.675,3.60E-02
48.6755,3.44E-02
48.676,3.29E-02
48.6765,3.17E-02
48.677,3.05E-02
48.6775,2.96E-02
48.678,2.87E-02
48.6785,2.80E-02
48.679,2.74E-02
48.6795,2.70E-02
48.68,2.66E-02
48.6805,2.64E-02
48.681,2.63E-02
48.6815,2.62E-02
48.682,2.63E-02
48.6825,2.64E-02
48.683,2.66E-02
48.6835,2.69E-02
48.684,2.73E-02
48.6845,2.78E-02
48.685,2.83E-02
48.6855,2.89E-02
48.686,2.95E-02
48.6865,3.02E-02
48.687,3.10E-02
48.6875,3.18E-02
48.688,3.26E-02
48.6885,3.35E-02
48.689,3.45E-02
48.6895,3.54E-02
48.69,3.64E-02
48.6905,3.74E-02
48.691,3.84E-02
48.6915,3.94E-02
48.692,4.04E-02
48.6925,4.13E-02
48.693,4.21E-02
48.6935,4.29E-02
48.694,4.35E-02
48.6945,4.39E-02
48.695,4.41E-02
48.6955,4.40E-02
48.696,4.35E-02
48.6965,4.26E-02
48.697,4.11E-02
48.6975,3.89E-02
48.698,3.59E-02
48.6985,3.19E-02
48.699,2.68E-02
48.6995,2.04E-02
48.7,1.26E-02
48.7005,3.36E-03
48.701,-7.15E-03
48.7015,-1.86E-02
48.702,-3.02E-02
48.7025,-4.09E-02
48.703,-4.95E-02
48.7035,-5.44E-02
48.704,-5.44E-02
48.7045,-4.85E-02
48.705,-3.61E-02
48.7055,-1.62E-02
48.706,1.24E-02
48.7065,5.26E-02
48.707,1.11E-01
48.7075,2.00E-01
48.708,3.40E-01
48.7085,5.05E-01
48.709,5.55E-01
48.7095,4.81E-01
48.71,3.83E-01
48.7105,2.99E-01
48.711,2.33E-01
48.7115,1.82E-01
48.712,1.42E-01
48.7125,1.11E-01
48.713,8.58E-02
48.7135,6.50E-02
48.714,4.75E-02
48.7145,3.23E-02
48.715,1.88E-02
48.7155,6.26E-03
48.716,-5.76E-03
48.7165,-1.78E-02
48.717,-3.03E-02
48.7175,-4.38E-02
48.718,-5.89E-02
48.7185,-7.61E-02
48.719,-9.61E-02
48.7195,-1.19E-01
48.72,-1.45E-01
48.7205,-1.74E-01
48.721,-2.02E-01
48.7215,-2.28E-01
48.722,-2.48E-01
48.7225,-2.60E-01
48.723,-2.63E-01
48.7235,-2.59E-01
48.724,-2.49E-01
48.7245,-2.35E-01
48.725,-2.18E-01
48.7255,-2.00E-01
48.726,-1.81E-01
48.7265,-1.62E-01
48.727,-1.43E-01
48.7275,-1.25E-01
48.728,-1.07E-01
48.7285,-9.06E-02
48.729,-7.42E-02
48.7295,-5.83E-02
48.73,-4.28E-02
48.7305,-2.76E-02
48.731,-1.26E-02
48.7315,2.25E-03
48.732,1.70E-02
48.7325,3.18E-02
48.733,4.64E-02
48.7335,6.07E-02
48.734,7.47E-02
48.7345,8.80E-02
48.735,1.00E-01
48.7355,1.11E-01
48.736,1.21E-01
48.7365,1.28E-01
48.737,1.33E-01
48.7375,1.36E-01
48.738,1.37E-01
48.7385,1.35E-01
48.739,1.33E-01
48.7395,1.29E-01
48.74,1.24E-01
48.7405,1.19E-01
48.741,1.13E-01
48.7415,1.07E-01
48.742,1.01E-01
48.7425,9.50E-02
48.743,8.93E-02
48.7435,8.38E-02
48.744,7.86E-02
48.7445,7.37E-02
48.745,6.90E-02
48.7455,6.47E-02
48.746,6.07E-02
48.7465,5.69E-02
48.747,5.34E-02
48.7475,5.03E-02
48.748,4.73E-02
48.7485,4.47E-02
48.749,4.22E-02
48.7495,4.00E-02
48.75,3.80E-02
48.7505,3.62E-02
48.751,3.46E-02
48.7515,3.32E-02
48.752,3.19E-02
48.7525,3.08E-02
48.753,2.99E-02
48.7535,2.90E-02
48.754,2.84E-02
48.7545,2.78E-02
48.755,2.74E-02
48.7555,2.71E-02
48.756,2.68E-02
48.7565,2.67E-02
48.757,2.67E-02
48.7575,2.68E-02
48.758,2.69E-02
48.7585,2.72E-02
48.759,2.75E-02
48.7595,2.79E-02
48.76,2.84E-02
48.7605,2.89E-02
48.761,2.95E-02
48.7615,3.02E-02
48.762,3.09E-02
48.7625,3.17E-02
48.763,3.26E-02
48.7635,3.34E-02
48.764,3.43E-02
48.7645,3.53E-02
48.765,3.62E-02
48.7655,3.72E-02
48.766,3.82E-02
48.7665,3.92E-02
48.767,4.01E-02
48.7675,4.10E-02
48.768,4.18E-02
48.7685,4.25E-02
48.769,4.31E-02
48.7695,4.34E-02
48.77,4.36E-02
48.7705,4.34E-02
48.771,4.29E-02
48.7715,4.19E-02
48.772,4.03E-02
48.7725,3.80E-02
48.773,3.49E-02
48.7735,3.07E-02
48.774,2.55E-02
48.7745,1.89E-02
48.775,1.09E-02
48.7755,1.54E-03
48.776,-9.05E-03
48.7765,-2.04E-02
48.777,-3.19E-02
48.7775,-4.22E-02
48.778,-5.01E-02
48.7785,-5.43E-02
48.779,-5.33E-02
48.7795,-4.65E-02
48.78,-3.29E-02
48.7805,-1.19E-02
48.781,1.82E-02
48.7815,6.06E-02
48.782,1.22E-01
48.7825,2.18E-01
48.783,3.65E-01
48.7835,5.22E-01
48.784,5.48E-01
48.7845,4.65E-01
48.785,3.69E-01
48.7855,2.88E-01
48.786,2.24E-01
48.7865,1.75E-01
48.787,1.37E-01
48.7875,1.07E-01
48.788,8.24E-02
48.7885,6.21E-02
48.789,4.50E-02
48.7895,3.01E-02
48.79,1.67E-02
48.7905,4.25E-03
48.791,-7.81E-03
48.7915,-2.00E-02
48.792,-3.28E-02
48.7925,-4.67E-02
48.793,-6.24E-02
48.7935,-8.04E-02
48.794,-1.01E-01
48.7945,-1.25E-01
48.795,-1.53E-01
48.7955,-1.81E-01
48.796,-2.10E-01
48.7965,-2.35E-01
48.797,-2.53E-01
48.7975,-2.63E-01
48.798,-2.64E-01
48.7985,-2.58E-01
48.799,-2.46E-01
48.7995,-2.31E-01
48.8,-2.14E-01
48.8005,-1.95E-01
48.801,-1.76E-01
48.8015,-1.57E-01
48.802,-1.38E-01
48.8025,-1.20E-01
48.803,-1.03E-01
48.8035,-8.61E-02
48.804,-6.98E-02
48.8045,-5.40E-02
48.805,-3.85E-02
48.8055,-2.33E-02
48.806,-8.28E-03
48.8065,6.64E-03
48.807,2.15E-02
48.8075,3.62E-02
48.808,5.08E-02
48.8085,6.52E-02
48.809,7.90E-02
48.8095,9.21E-02
48.81,1.04E-01
48.8105,1.15E-01
48.811,1.23E-01
48.8115,1.30E-01
48.812,1.34E-01
48.8125,1.37E-01
48.813,1.37E-01
48.8135,1.35E-01
48.814,1.32E-01
48.8145,1.28E-01
48.815,1.23E-01
48.8155,1.17E-01
48.816,1.11E-01
48.8165,1.05E-01
48.817,9.93E-02
48.8175,9.34E-02
48.818,8.78E-02
48.8185,8.23E-02
48.819,7.72E-02
48.8195,7.23E-02
48.82,6.77E-02
48.8205,6.35E-02
48.821,5.95E-02
48.8215,5.58E-02
48.822,5.24E-02
48.8225,4.93E-02
48.823,4.64E-02
48.8235,4.38E-02
48.824,4.14E-02
48.8245,3.93E-02
48.825,3.73E-02
48.8255,3.55E-02
48.826,3.40E-02
48.8265,3.26E-02
48.827,3.13E-02
48.8275,3.02E-02
48.828,2.93E-02
48.8285,2.85E-02
48.829,2.78E-02
48.8295,2.73E-02
48.83,2.69E-02
48.8305,2.66E-02
48.831,2.64E-02
48.8315,2.62E-02
48.832,2.62E-02
48.8325,2.63E-02
48.833,2.65E-02
48.8335,2.67E-02
48.834,2.70E-02
48.8345,2.74E-02
48.835,2.79E-02
48.8355,2.84E-02
48.836,2.90E-02
48.8365,2.97E-02
48.837,3.04E-02
48.8375,3.12E-02
48.838,3.20E-02
48.8385,3.29E-02
48.839,3.38E-02
48.8395,3.48E-02
48.84,3.57E-02
48.8405,3.67E-02
48.841,3.77E-02
48.8415,3.87E-02
48.842,3.97E-02
48.8425,4.07E-02
48.843,4.15E-02
48.8435,4.24E-02
48.844,4.31E-02
48.8445,4.36E-02
48.845,4.40E-02
48.8455,4.41E-02
48.846,4.39E-02
48.8465,4.33E-02
48.847,4.22E-02
48.8475,4.05E-02
48.848,3.81E-02
48.8485,3.48E-02
48.849,3.05E-02
48.8495,2.51E-02
48.85,1.82E-02
48.8505,1.00E-02
48.851,3.97E-04
48.8515,-1.04E-02
48.852,-2.20E-02
48.8525,-3.35E-02
48.853,-4.37E-02
48.8535,-5.13E-02
48.854,-5.49E-02
48.8545,-5.33E-02
48.855,-4.56E-02
48.8555,-3.10E-02
48.856,-8.83E-03
48.8565,2.28E-02
48.857,6.74E-02
48.8575,1.33E-01
48.858,2.35E-01
48.8585,3.90E-01
48.859,5.38E-01
48.8595,5.41E-01
48.86,4.52E-01
48.8605,3.57E-01
48.861,2.78E-01
48.8615,2.17E-01
48.862,1.69E-01
48.8625,1.32E-01
48.863,1.03E-01
48.8635,7.93E-02
48.864,5.96E-02
48.8645,4.28E-02
48.865,2.82E-02
48.8655,1.50E-02
48.866,2.70E-03
48.8665,-9.26E-03
48.867,-2.14E-02
48.8675,-3.41E-02
48.868,-4.80E-02
48.8685,-6.37E-02
48.869,-8.17E-02
48.8695,-1.03E-01
48.87,-1.27E-01
48.8705,-1.53E-01
48.871,-1.82E-01
48.8715,-2.10E-01
48.872,-2.35E-01
48.8725,-2.52E-01
48.873,-2.62E-01
48.8735,-2.63E-01
48.874,-2.57E-01
48.8745,-2.45E-01
48.875,-2.30E-01
48.8755,-2.13E-01
48.876,-1.94E-01
48.8765,-1.75E-01
48.877,-1.56E-01
48.8775,-1.38E-01
48.878,-1.20E-01
48.8785,-1.02E-01
48.879,-8.57E-02
48.8795,-6.95E-02
48.88,-5.38E-02
48.8805,-3.84E-02
48.881,-2.32E-02
48.8815,-8.25E-03
48.882,6.60E-03
48.8825,2.14E-02
48.883,3.61E-02
48.8835,5.06E-02
48.884,6.49E-02
48.8845,7.87E-02
48.885,9.17E-02
48.8855,1.04E-01
48.886,1.14E-01
48.8865,1.23E-01
48.887,1.30E-01
48.8875,1.34E-01
48.888,1.36E-01
48.8885,1.36E-01
48.889,1.35E-01
48.8895,1.32E-01
48.89,1.28E-01
48.8905,1.23E-01
48.891,1.17E-01
48.8915,1.11E-01
48.892,1.05E-01
48.8925,9.92E-02
48.893,9.33E-02
48.8935,8.77E-02
48.894,8.23E-02
48.8945,7.71E-02
48.895,7.23E-02
48.8955,6.77E-02
48.896,6.35E-02
48.8965,5.95E-02
48.897,5.59E-02
48.8975,5.25E-02
48.898,4.94E-02
48.8985,4.65E-02
48.899,4.39E-02
48.8995,4.15E-02
48.9,3.94E-02
48.9005,3.75E-02
48.901,3.57E-02
48.9015,3.42E-02
48.902,3.28E-02
48.9025,3.16E-02
48.903,3.05E-02
48.9035,2.96E-02
48.904,2.88E-02
48.9045,2.82E-02
48.905,2.77E-02
48.9055,2.73E-02
48.906,2.70E-02
48.9065,2.68E-02
48.907,2.67E-02
48.9075,2.67E-02
48.908,2.68E-02
48.9085,2.70E-02
48.909,2.73E-02
48.9095,2.76E-02
48.91,2.81E-02
48.9105,2.85E-02
48.911,2.91E-02
48.9115,2.97E-02
48.912,3.04E-02
48.9125,3.12E-02
48.913,3.20E-02
48.9135,3.28E-02
48.914,3.37E-02
48.9145,3.46E-02
48.915,3.56E-02
48.9155,3.65E-02
48.916,3.75E-02
48.9165,3.85E-02
48.917,3.94E-02
48.9175,4.04E-02
48.918,4.12E-02
48.9185,4.20E-02
48.919,4.27E-02
48.9195,4.32E-02
48.92,4.35E-02
48.9205,4.36E-02
48.921,4.33E-02
48.9215,4.26E-02
48.922,4.15E-02
48.9225,3.97E-02
48.923,3.72E-02
48.9235,3.38E-02
48.924,2.93E-02
48.9245,2.37E-02
48.925,1.67E-02
48.9255,8.31E-03
48.926,-1.44E-03
48.9265,-1.23E-02
48.927,-2.38E-02
48.9275,-3.50E-02
48.928,-4.48E-02
48.9285,-5.18E-02
48.929,-5.46E-02
48.9295,-5.20E-02
48.93,-4.32E-02
48.9305,-2.76E-02
48.931,-4.11E-03
48.9315,2.91E-02
48.932,7.62E-02
48.9325,1.46E-01
48.933,2.55E-01
48.9335,4.16E-01
48.934,5.47E-01
48.9345,5.29E-01
48.935,4.37E-01
48.9355,3.43E-01
48.936,2.67E-01
48.9365,2.09E-01
48.937,1.63E-01
48.9375,1.28E-01
48.938,9.92E-02
48.9385,7.61E-02
48.939,5.69E-02
48.9395,4.05E-02
48.94,2.61E-02
48.9405,1.30E-02
48.941,7.15E-04
48.9415,-1.13E-02
48.942,-2.36E-02
48.9425,-3.67E-02
48.943,-5.11E-02
48.9435,-6.74E-02
48.944,-8.62E-02
48.9445,-1.08E-01
48.945,-1.33E-01
48.9455,-1.61E-01
48.946,-1.90E-01
48.9465,-2.18E-01
48.947,-2.41E-01
48.9475,-2.57E-01
48.948,-2.64E-01
48.9485,-2.63E-01
48.949,-2.55E-01
48.9495,-2.42E-01
48.95,-2.26E-01
48.9505,-2.08E-01
48.951,-1.89E-01
48.9515,-1.70E-01
48.952,-1.51E-01
48.9525,-1.33E-01
48.953,-1.15E-01
48.9535,-9.79E-02
48.954,-8.13E-02
48.9545,-6.51E-02
48.955,-4.94E-02
48.9555,-3.40E-02
48.956,-1.89E-02
48.9565,-3.92E-03
48.957,1.10E-02
48.9575,2.58E-02
48.958,4.05E-02
48.9585,5.51E-02
48.959,6.93E-02
48.9595,8.30E-02
48.96,9.58E-02
48.9605,1.07E-01
48.961,1.17E-01
48.9615,1.26E-01
48.962,1.32E-01
48.9625,1.35E-01
48.963,1.37E-01
48.9635,1.36E-01
48.964,1.34E-01
48.9645,1.31E-01
48.965,1.26E-01
48.9655,1.21E-01
48.966,1.15E-01
48.9665,1.10E-01
48.967,1.04E-01
48.9675,9.76E-02
48.968,9.18E-02
48.9685,8.62E-02
48.969,8.08E-02
48.9695,7.57E-02
48.97,7.10E-02
48.9705,6.65E-02
48.971,6.23E-02
48.9715,5.84E-02
48.972,5.48E-02
48.9725,5.15E-02
48.973,4.84E-02
48.9735,4.56E-02
48.974,4.31E-02
48.9745,4.08E-02
48.975,3.87E-02
48.9755,3.68E-02
48.976,3.51E-02
48.9765,3.35E-02
48.977,3.22E-02
48.9775,3.10E-02
48.978,2.99E-02
48.9785,2.91E-02
48.979,2.83E-02
48.9795,2.77E-02
48.98,2.72E-02
48.9805,2.68E-02
48.981,2.65E-02
48.9815,2.63E-02
48.982,2.62E-02
48.9825,2.62E-02
48.983,2.63E-02
48.9835,2.65E-02
48.984,2.68E-02
48.9845,2.71E-02
48.985,2.76E-02
48.9855,2.81E-02
48.986,2.86E-02
48.9865,2.92E-02
48.987,2.99E-02
48.9875,3.06E-02
48.988,3.14E-02
48.9885,3.23E-02
48.989,3.32E-02
48.9895,3.41E-02
48.99,3.50E-02
48.9905,3.60E-02
48.991,3.70E-02
48.9915,3.80E-02
48.992,3.90E-02
48.9925,4.00E-02
48.993,4.09E-02
48.9935,4.18E-02
48.994,4.26E-02
48.9945,4.32E-02
48.995,4.37E-02
48.9955,4.40E-02
48.996,4.40E-02
48.9965,4.37E-02
48.997,4.30E-02
48.9975,4.18E-02
48.998,3.99E-02
48.9985,3.72E-02
48.999,3.37E-02
48.9995,2.91E-02
49,2.32E-02
49.0005,1.60E-02
49.001,7.34E-03
49.0015,-2.67E-03
49.002,-1.38E-02
49.0025,-2.54E-02
49.003,-3.67E-02
49.0035,-4.63E-02
49.004,-5.29E-02
49.0045,-5.50E-02
49.005,-5.17E-02
49.0055,-4.21E-02
49.006,-2.54E-02
49.0065,-6.48E-04
49.007,3.43E-02
49.0075,8.39E-02
49.008,1.58E-01
49.0085,2.75E-01
49.009,4.41E-01
49.0095,5.55E-01
49.01,5.19E-01
49.0105,4.23E-01
49.011,3.31E-01
49.0115,2.58E-01
49.012,2.01E-01
49.0125,1.58E-01
49.013,1.23E-01
49.0135,9.56E-02
49.014,7.31E-02
49.0145,5.44E-02
49.015,3.84E-02
49.0155,2.42E-02
49.016,1.13E-02
49.0165,-8.18E-04
49.017,-1.28E-02
49.0175,-2.50E-02
49.018,-3.80E-02
49.0185,-5.24E-02
49.019,-6.87E-02
49.0195,-8.75E-02
49.02,-1.09E-01
49.0205,-1.34E-01
49.021,-1.62E-01
49.0215,-1.91E-01
49.022,-2.18E-01
49.0225,-2.40E-01
49.023,-2.56E-01
49.0235,-2.63E-01
49.024,-2.62E-01
49.0245,-2.54E-01
49.025,-2.41E-01
49.0255,-2.25E-01
49.026,-2.07E-01
49.0265,-1.88E-01
49.027,-1.69E-01
49.0275,-1.51E-01
49.028,-1.32E-01
49.0285,-1.15E-01
49.029,-9.75E-02
49.0295,-8.09E-02
49.03,-6.48E-02
49.0305,-4.92E-02
49.031,-3.39E-02
49.0315,-1.88E-02
49.032,-3.88E-03
49.0325,1.09E-02
49.033,2.57E-02
49.0335,4.03E-02
49.034,5.48E-02
49.0345,6.90E-02
49.035,8.26E-02
49.0355,9.53E-02
49.036,1.07E-01
49.0365,1.17E-01
49.037,1.25E-01
49.0375,1.31E-01
49.038,1.35E-01
49.0385,1.36E-01
49.039,1.36E-01
49.0395,1.34E-01
49.04,1.31E-01
49.0405,1.26E-01
49.041,1.21E-01
49.0415,1.15E-01
49.042,1.09E-01
49.0425,1.03E-01
49.043,9.74E-02
49.0435,9.16E-02
49.044,8.61E-02
49.0445,8.07E-02
49.045,7.57E-02
49.0455,7.09E-02
49.046,6.64E-02
49.0465,6.23E-02
49.047,5.84E-02
49.0475,5.48E-02
49.048,5.15E-02
49.0485,4.85E-02
49.049,4.57E-02
49.0495,4.32E-02
49.05,4.09E-02
49.0505,3.88E-02
49.051,3.69E-02
49.0515,3.52E-02
49.052,3.37E-02
49.0525,3.24E-02
49.053,3.12E-02
49.0535,3.02E-02
49.054,2.94E-02
49.0545,2.86E-02
49.055,2.80E-02
49.0555,2.75E-02
49.056,2.72E-02
49.0565,2.69E-02
49.057,2.68E-02
49.0575,2.67E-02
49.058,2.67E-02
49.0585,2.69E-02
49.059,2.71E-02
49.0595,2.74E-02
49.06,2.77E-02
49.0605,2.82E-02
49.061,2.87E-02
49.0615,2.93E-02
49.062,2.99E-02
49.0625,3.06E-02
49.063,3.14E-02
49.0635,3.22E-02
49.064,3.31E-02
49.0645,3.40E-02
49.065,3.49E-02
49.0655,3.58E-02
49.066,3.68E-02
49.0665,3.78E-02
49.067,3.88E-02
49.0675,3.97E-02
49.068,4.06E-02
49.0685,4.15E-02
49.069,4.22E-02
49.0695,4.29E-02
49.07,4.33E-02
49.0705,4.36E-02
49.071,4.35E-02
49.0715,4.32E-02
49.072,4.24E-02
49.0725,4.10E-02
49.073,3.90E-02
49.0735,3.63E-02
49.074,3.26E-02
49.0745,2.78E-02
49.075,2.18E-02
49.0755,1.44E-02
49.076,5.60E-03
49.0765,-4.51E-03
49.077,-1.56E-02
49.0775,-2.72E-02
49.078,-3.81E-02
49.0785,-4.72E-02
49.079,-5.31E-02
49.0795,-5.44E-02
49.08,-5.01E-02
49.0805,-3.94E-02
49.081,-2.16E-02
49.0815,4.46E-03
49.082,4.12E-02
49.0825,9.36E-02
49.083,1.73E-01
49.0835,2.97E-01
49.084,4.65E-01
49.0845,5.57E-01
49.085,5.05E-01
49.0855,4.08E-01
49.086,3.19E-01
49.0865,2.49E-01
49.087,1.94E-01
49.0875,1.52E-01
49.088,1.19E-01
49.0885,9.19E-02
49.089,7.01E-02
49.0895,5.18E-02
49.09,3.61E-02
49.0905,2.22E-02
49.091,9.37E-03
49.0915,-2.80E-03
49.092,-1.49E-02
49.0925,-2.73E-02
49.093,-4.07E-02
49.0935,-5.56E-02
49.094,-7.26E-02
49.0945,-9.22E-02
49.095,-1.15E-01
49.0955,-1.41E-01
49.096,-1.69E-01
49.0965,-1.98E-01
49.097,-2.25E-01
49.0975,-2.46E-01
49.098,-2.60E-01
49.0985,-2.64E-01
49.099,-2.61E-01
49.0995,-2.52E-01
49.1,-2.38E-01
49.1005,-2.21E-01
49.101,-2.03E-01
49.1015,-1.84E-01
49.102,-1.65E-01
49.1025,-1.46E-01
49.103,-1.28E-01
